game_id,commence_time,in_play,bookmaker,last_update,home_team,away_team,market,label,description,price,point
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,FanDuel,10/30/2025,Green Bay Packers,Carolina Panthers,spreads,Green Bay Packers,,-112,-13.5
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,FanDuel,10/30/2025,Green Bay Packers,Carolina Panthers,totals,Over,,-115,43.5
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,FanDuel,10/30/2025,Green Bay Packers,Carolina Panthers,totals,Under,,-105,43.5
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,MyBookie.ag,10/30/2025,Green Bay Packers,Carolina Panthers,h2h,Carolina Panthers,,600,
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,MyBookie.ag,10/30/2025,Green Bay Packers,Carolina Panthers,h2h,Green Bay Packers,,-1000,
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,MyBookie.ag,10/30/2025,Green Bay Packers,Carolina Panthers,spreads,Carolina Panthers,,-110,13
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,MyBookie.ag,10/30/2025,Green Bay Packers,Carolina Panthers,spreads,Green Bay Packers,,-110,-13
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,MyBookie.ag,10/30/2025,Green Bay Packers,Carolina Panthers,totals,Over,,-110,44.5
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,MyBookie.ag,10/30/2025,Green Bay Packers,Carolina Panthers,totals,Under,,-110,44.5
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,LowVig.ag,10/30/2025,Green Bay Packers,Carolina Panthers,h2h,Carolina Panthers,,613,
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,LowVig.ag,10/30/2025,Green Bay Packers,Carolina Panthers,h2h,Green Bay Packers,,-900,
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,LowVig.ag,10/30/2025,Green Bay Packers,Carolina Panthers,spreads,Carolina Panthers,,100,13
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,LowVig.ag,10/30/2025,Green Bay Packers,Carolina Panthers,spreads,Green Bay Packers,,-110,-13
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,LowVig.ag,10/30/2025,Green Bay Packers,Carolina Panthers,totals,Over,,-102,44.5
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,LowVig.ag,10/30/2025,Green Bay Packers,Carolina Panthers,totals,Under,,-113,44.5
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,BetOnline.ag,10/30/2025,Green Bay Packers,Carolina Panthers,h2h,Carolina Panthers,,613,
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,BetOnline.ag,10/30/2025,Green Bay Packers,Carolina Panthers,h2h,Green Bay Packers,,-900,
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,BetOnline.ag,10/30/2025,Green Bay Packers,Carolina Panthers,spreads,Carolina Panthers,,-105,13
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,BetOnline.ag,10/30/2025,Green Bay Packers,Carolina Panthers,spreads,Green Bay Packers,,-115,-13
